"","lon","lat","month","year","precip","lon2","meanYR","YR2000","DBYR"
"142",249.25,40.75,7,1900,2.3899998664856,-110.75,1,NA,NA
"143",249.75,40.75,7,1900,1.67999994754791,-110.25,1,NA,NA
"144",250.25,40.75,7,1900,0.769999980926514,-109.75,1,NA,NA
"145",250.75,40.75,7,1900,0.179999992251396,-109.25,1,NA,NA
"146",251.25,40.75,7,1900,0,-108.75,1,NA,NA
"147",251.75,40.75,7,1900,1.33999991416931,-108.25,1,NA,NA
"148",252.25,40.75,7,1900,1.89999997615814,-107.75,1,NA,NA
"149",252.75,40.75,7,1900,2.80999994277954,-107.25,1,NA,NA
"150",253.25,40.75,7,1900,3.29999995231628,-106.75,1,NA,NA
"151",253.75,40.75,7,1900,2.19000005722046,-106.25,1,NA,NA
"152",254.25,40.75,7,1900,4.44999980926514,-105.75,1,NA,NA
"153",254.75,40.75,7,1900,3.04999995231628,-105.25,1,NA,NA
"154",255.25,40.75,7,1900,3.29000020027161,-104.75,1,NA,NA
"155",255.75,40.75,7,1900,4.19999980926514,-104.25,1,NA,NA
"156",256.25,40.75,7,1900,4.82000017166138,-103.75,1,NA,NA
"157",256.75,40.75,7,1900,4.23000001907349,-103.25,1,NA,NA
"158",257.25,40.75,7,1900,5.94000005722046,-102.75,1,NA,NA
"159",257.75,40.75,7,1900,7.80999994277954,-102.25,1,NA,NA
"160",258.25,40.75,7,1900,8.21000003814697,-101.75,1,NA,NA
"161",258.75,40.75,7,1900,8.10999965667725,-101.25,1,NA,NA
"162",259.25,40.75,7,1900,8.39000034332275,-100.75,1,NA,NA
"163",259.75,40.75,7,1900,7.83000040054321,-100.25,1,NA,NA
"164",260.25,40.75,7,1900,8.69999980926514,-99.75,1,NA,NA
"165",260.75,40.75,7,1900,9.01000022888184,-99.25,1,NA,NA
"166",261.25,40.75,7,1900,9.01999950408936,-98.75,1,NA,NA
"167",261.75,40.75,7,1900,12.9800004959106,-98.25,1,NA,NA
"168",262.25,40.75,7,1900,13.8899993896484,-97.75,1,NA,NA
"169",262.75,40.75,7,1900,15.3699998855591,-97.25,1,NA,NA
"170",263.25,40.75,7,1900,16.5399990081787,-96.75,1,NA,NA
"171",263.75,40.75,7,1900,13.3299999237061,-96.25,1,NA,NA
"172",264.25,40.75,7,1900,14.9699993133545,-95.75,1,NA,NA
"173",264.75,40.75,7,1900,10.75,-95.25,1,NA,NA
"174",265.25,40.75,7,1900,12.460000038147,-94.75,1,NA,NA
"175",265.75,40.75,7,1900,12.4099998474121,-94.25,1,NA,NA
"176",266.25,40.75,7,1900,10,-93.75,1,NA,NA
"177",266.75,40.75,7,1900,10.1300001144409,-93.25,1,NA,NA
"178",267.25,40.75,7,1900,10.039999961853,-92.75,1,NA,NA
"179",267.75,40.75,7,1900,8.84000015258789,-92.25,1,NA,NA
"180",268.25,40.75,7,1900,6.90999984741211,-91.75,1,NA,NA
"181",268.75,40.75,7,1900,6.59000015258789,-91.25,1,NA,NA
"182",269.25,40.75,7,1900,5.22000026702881,-90.75,1,NA,NA
"183",269.75,40.75,7,1900,7.09999990463257,-90.25,1,NA,NA
"184",270.25,40.75,7,1900,6.84000015258789,-89.75,1,NA,NA
"185",270.75,40.75,7,1900,6.71000003814697,-89.25,1,NA,NA
"186",271.25,40.75,7,1900,7.40999984741211,-88.75,1,NA,NA
"187",271.75,40.75,7,1900,9.59000015258789,-88.25,1,NA,NA
"188",272.25,40.75,7,1900,12.0199995040894,-87.75,1,NA,NA
"189",272.75,40.75,7,1900,11.0799999237061,-87.25,1,NA,NA
"190",273.25,40.75,7,1900,12.3400001525879,-86.75,1,NA,NA
"191",273.75,40.75,7,1900,12.5,-86.25,1,NA,NA
"192",274.25,40.75,7,1900,8.94999980926514,-85.75,1,NA,NA
"193",274.75,40.75,7,1900,9.51000022888184,-85.25,1,NA,NA
"194",275.25,40.75,7,1900,9.76999950408936,-84.75,1,NA,NA
"195",275.75,40.75,7,1900,9.35000038146973,-84.25,1,NA,NA
"196",276.25,40.75,7,1900,11,-83.75,1,NA,NA
"197",276.75,40.75,7,1900,10.8299999237061,-83.25,1,NA,NA
"198",277.25,40.75,7,1900,9.39999961853027,-82.75,1,NA,NA
"199",277.75,40.75,7,1900,13.6800003051758,-82.25,1,NA,NA
"200",278.25,40.75,7,1900,14.2600002288818,-81.75,1,NA,NA
"201",278.75,40.75,7,1900,13.5699996948242,-81.25,1,NA,NA
"202",279.25,40.75,7,1900,12.25,-80.75,1,NA,NA
"203",279.75,40.75,7,1900,9.94000053405762,-80.25,1,NA,NA
"204",280.25,40.75,7,1900,12,-79.75,1,NA,NA
"205",280.75,40.75,7,1900,12.9200000762939,-79.25,1,NA,NA
"206",281.25,40.75,7,1900,11.7800006866455,-78.75,1,NA,NA
"207",281.75,40.75,7,1900,8.96000003814697,-78.25,1,NA,NA
"208",282.25,40.75,7,1900,8.68000030517578,-77.75,1,NA,NA
"209",282.75,40.75,7,1900,9.35000038146973,-77.25,1,NA,NA
"210",283.25,40.75,7,1900,9.85999965667725,-76.75,1,NA,NA
"211",283.75,40.75,7,1900,13.1499996185303,-76.25,1,NA,NA
"212",284.25,40.75,7,1900,14.2199993133545,-75.75,1,NA,NA
"213",284.75,40.75,7,1900,13.7300004959106,-75.25,1,NA,NA
"214",285.25,40.75,7,1900,15.3999996185303,-74.75,1,NA,NA
"215",285.75,40.75,7,1900,12.5300006866455,-74.25,1,NA,NA
"216",286.25,40.75,7,1900,8.76999950408936,-73.75,1,NA,NA
"217",286.75,40.75,7,1900,10.0699996948242,-73.25,1,NA,NA
"218",287.25,40.75,7,1900,NA,-72.75,1,NA,NA
"219",287.75,40.75,7,1900,NA,-72.25,1,NA,NA
"220",288.25,40.75,7,1900,NA,-71.75,1,NA,NA
"221",288.75,40.75,7,1900,NA,-71.25,1,NA,NA
"222",289.25,40.75,7,1900,NA,-70.75,1,NA,NA
"223",234.25,40.25,7,1900,NA,-125.75,1,NA,NA
"224",234.75,40.25,7,1900,NA,-125.25,1,NA,NA
"225",235.25,40.25,7,1900,NA,-124.75,1,NA,NA
"226",235.75,40.25,7,1900,0.00999999977648258,-124.25,1,NA,NA
"227",236.25,40.25,7,1900,0.189999997615814,-123.75,1,NA,NA
"228",236.75,40.25,7,1900,0.159999996423721,-123.25,1,NA,NA
"229",237.25,40.25,7,1900,0.179999992251396,-122.75,1,NA,NA
"230",237.75,40.25,7,1900,0.0300000011920929,-122.25,1,NA,NA
"231",238.25,40.25,7,1900,0.0700000002980232,-121.75,1,NA,NA
"232",238.75,40.25,7,1900,0.509999990463257,-121.25,1,NA,NA
"233",239.25,40.25,7,1900,1.21000003814697,-120.75,1,NA,NA
"234",239.75,40.25,7,1900,1.13999998569489,-120.25,1,NA,NA
"235",240.25,40.25,7,1900,0.649999976158142,-119.75,1,NA,NA
"236",240.75,40.25,7,1900,0.280000001192093,-119.25,1,NA,NA
"237",241.25,40.25,7,1900,0.0300000011920929,-118.75,1,NA,NA
"238",241.75,40.25,7,1900,0.0899999961256981,-118.25,1,NA,NA
"239",242.25,40.25,7,1900,0.319999992847443,-117.75,1,NA,NA
"240",242.75,40.25,7,1900,0.649999976158142,-117.25,1,NA,NA
"241",243.25,40.25,7,1900,1.12000000476837,-116.75,1,NA,NA
"242",243.75,40.25,7,1900,1.63999998569489,-116.25,1,NA,NA
"243",244.25,40.25,7,1900,1.71000003814697,-115.75,1,NA,NA
"244",244.75,40.25,7,1900,1.71000003814697,-115.25,1,NA,NA
"245",245.25,40.25,7,1900,1.75,-114.75,1,NA,NA
"246",245.75,40.25,7,1900,1.33999991416931,-114.25,1,NA,NA
"247",246.25,40.25,7,1900,0.580000042915344,-113.75,1,NA,NA
"248",246.75,40.25,7,1900,0,-113.25,1,NA,NA
"249",247.25,40.25,7,1900,0,-112.75,1,NA,NA
"250",247.75,40.25,7,1900,0.75,-112.25,1,NA,NA
"251",248.25,40.25,7,1900,0.310000002384186,-111.75,1,NA,NA
"252",248.75,40.25,7,1900,2.01999998092651,-111.25,1,NA,NA
"253",249.25,40.25,7,1900,1.56000006198883,-110.75,1,NA,NA
"254",249.75,40.25,7,1900,0.669999957084656,-110.25,1,NA,NA
"255",250.25,40.25,7,1900,0.200000002980232,-109.75,1,NA,NA
"256",250.75,40.25,7,1900,0.100000001490116,-109.25,1,NA,NA
"257",251.25,40.25,7,1900,0,-108.75,1,NA,NA
"258",251.75,40.25,7,1900,0.480000019073486,-108.25,1,NA,NA
"259",252.25,40.25,7,1900,0.620000004768372,-107.75,1,NA,NA
"260",252.75,40.25,7,1900,1.93999993801117,-107.25,1,NA,NA
"261",253.25,40.25,7,1900,2.46000003814697,-106.75,1,NA,NA
"262",253.75,40.25,7,1900,2.79999995231628,-106.25,1,NA,NA
"263",254.25,40.25,7,1900,3.67999982833862,-105.75,1,NA,NA
"264",254.75,40.25,7,1900,2.83999991416931,-105.25,1,NA,NA
"265",255.25,40.25,7,1900,2.3600001335144,-104.75,1,NA,NA
"266",255.75,40.25,7,1900,3.29000020027161,-104.25,1,NA,NA
"267",256.25,40.25,7,1900,3.85999989509583,-103.75,1,NA,NA
"268",256.75,40.25,7,1900,5.64000034332275,-103.25,1,NA,NA
"269",257.25,40.25,7,1900,6.80000019073486,-102.75,1,NA,NA
"270",257.75,40.25,7,1900,10.5500001907349,-102.25,1,NA,NA
"271",258.25,40.25,7,1900,10.6499996185303,-101.75,1,NA,NA
"272",258.75,40.25,7,1900,9.71999931335449,-101.25,1,NA,NA
"273",259.25,40.25,7,1900,9.80999946594238,-100.75,1,NA,NA
"274",259.75,40.25,7,1900,6.83000040054321,-100.25,1,NA,NA
"275",260.25,40.25,7,1900,6.22000026702881,-99.75,1,NA,NA
"276",260.75,40.25,7,1900,7.05000019073486,-99.25,1,NA,NA
"277",261.25,40.25,7,1900,6.35999965667725,-98.75,1,NA,NA
"278",261.75,40.25,7,1900,9.28999996185303,-98.25,1,NA,NA
"279",262.25,40.25,7,1900,11.7300004959106,-97.75,1,NA,NA
"280",262.75,40.25,7,1900,11.8599996566772,-97.25,1,NA,NA
"281",263.25,40.25,7,1900,15.1899995803833,-96.75,1,NA,NA
"282",263.75,40.25,7,1900,16.9200000762939,-96.25,1,NA,NA
"283",264.25,40.25,7,1900,14.1600008010864,-95.75,1,NA,NA
"284",264.75,40.25,7,1900,17.560001373291,-95.25,1,NA,NA
"285",265.25,40.25,7,1900,21.0499992370605,-94.75,1,NA,NA
"286",265.75,40.25,7,1900,12.9499998092651,-94.25,1,NA,NA
"287",266.25,40.25,7,1900,6.68000030517578,-93.75,1,NA,NA
"288",266.75,40.25,7,1900,7.5,-93.25,1,NA,NA
"289",267.25,40.25,7,1900,8.19000053405762,-92.75,1,NA,NA
"290",267.75,40.25,7,1900,7,-92.25,1,NA,NA
"291",268.25,40.25,7,1900,5.34000015258789,-91.75,1,NA,NA
"292",268.75,40.25,7,1900,6.10999965667725,-91.25,1,NA,NA
"293",269.25,40.25,7,1900,7.09000015258789,-90.75,1,NA,NA
"294",269.75,40.25,7,1900,7.78999996185303,-90.25,1,NA,NA
"295",270.25,40.25,7,1900,8.94000053405762,-89.75,1,NA,NA
"296",270.75,40.25,7,1900,10.7800006866455,-89.25,1,NA,NA
"297",271.25,40.25,7,1900,11.9300003051758,-88.75,1,NA,NA
"298",271.75,40.25,7,1900,11.5699996948242,-88.25,1,NA,NA
"299",272.25,40.25,7,1900,17.0900001525879,-87.75,1,NA,NA
"300",272.75,40.25,7,1900,13.5,-87.25,1,NA,NA
"301",273.25,40.25,7,1900,12.1199998855591,-86.75,1,NA,NA
"302",273.75,40.25,7,1900,12.5599994659424,-86.25,1,NA,NA
"303",274.25,40.25,7,1900,12.9699993133545,-85.75,1,NA,NA
"304",274.75,40.25,7,1900,11.789999961853,-85.25,1,NA,NA
"305",275.25,40.25,7,1900,9.65999984741211,-84.75,1,NA,NA
"306",275.75,40.25,7,1900,7.25,-84.25,1,NA,NA
"307",276.25,40.25,7,1900,7.05000019073486,-83.75,1,NA,NA
"308",276.75,40.25,7,1900,8.98000049591064,-83.25,1,NA,NA
"309",277.25,40.25,7,1900,10.1099996566772,-82.75,1,NA,NA
"310",277.75,40.25,7,1900,11.4300003051758,-82.25,1,NA,NA
"311",278.25,40.25,7,1900,10.4400005340576,-81.75,1,NA,NA
"312",278.75,40.25,7,1900,11.9800004959106,-81.25,1,NA,NA
"313",279.25,40.25,7,1900,15.4699993133545,-80.75,1,NA,NA
"314",279.75,40.25,7,1900,12.1800003051758,-80.25,1,NA,NA
"315",280.25,40.25,7,1900,12.3800001144409,-79.75,1,NA,NA
"316",280.75,40.25,7,1900,13.5799999237061,-79.25,1,NA,NA
"317",281.25,40.25,7,1900,11.8299999237061,-78.75,1,NA,NA
"318",281.75,40.25,7,1900,9.88000011444092,-78.25,1,NA,NA
"319",282.25,40.25,7,1900,8.38000011444092,-77.75,1,NA,NA
"320",282.75,40.25,7,1900,7.98000049591064,-77.25,1,NA,NA
"321",283.25,40.25,7,1900,8.43000030517578,-76.75,1,NA,NA
"322",283.75,40.25,7,1900,11.2199993133545,-76.25,1,NA,NA
"323",284.25,40.25,7,1900,10.6300001144409,-75.75,1,NA,NA
"324",284.75,40.25,7,1900,11.3599996566772,-75.25,1,NA,NA
"325",285.25,40.25,7,1900,14.9699993133545,-74.75,1,NA,NA
"326",285.75,40.25,7,1900,15.0799999237061,-74.25,1,NA,NA
"327",286.25,40.25,7,1900,NA,-73.75,1,NA,NA
"328",286.75,40.25,7,1900,NA,-73.25,1,NA,NA
"329",287.25,40.25,7,1900,NA,-72.75,1,NA,NA
"330",287.75,40.25,7,1900,NA,-72.25,1,NA,NA
"331",288.25,40.25,7,1900,NA,-71.75,1,NA,NA
"332",288.75,40.25,7,1900,NA,-71.25,1,NA,NA
"333",289.25,40.25,7,1900,NA,-70.75,1,NA,NA
"334",234.25,41.25,7,1901,NA,-125.75,1,NA,NA
"335",234.75,41.25,7,1901,NA,-125.25,1,NA,NA
"336",235.25,41.25,7,1901,NA,-124.75,1,NA,NA
"337",235.75,41.25,7,1901,NA,-124.25,1,NA,NA
"338",236.25,41.25,7,1901,0.649999976158142,-123.75,1,NA,NA
"339",236.75,41.25,7,1901,0.240000009536743,-123.25,1,NA,NA
"340",237.25,41.25,7,1901,1.10000002384186,-122.75,1,NA,NA
"341",237.75,41.25,7,1901,0.669999957084656,-122.25,1,NA,NA
"342",238.25,41.25,7,1901,0.280000001192093,-121.75,1,NA,NA
"343",238.75,41.25,7,1901,0.129999995231628,-121.25,1,NA,NA
"344",239.25,41.25,7,1901,0.370000004768372,-120.75,1,NA,NA
"345",239.75,41.25,7,1901,0.300000011920929,-120.25,1,NA,NA
"346",240.25,41.25,7,1901,0.140000000596046,-119.75,1,NA,NA
"347",240.75,41.25,7,1901,0.0500000007450581,-119.25,1,NA,NA
"348",241.25,41.25,7,1901,0,-118.75,1,NA,NA
"349",241.75,41.25,7,1901,0.0199999995529652,-118.25,1,NA,NA
"350",242.25,41.25,7,1901,0.0500000007450581,-117.75,1,NA,NA
"351",242.75,41.25,7,1901,0.0799999982118607,-117.25,1,NA,NA
"352",243.25,41.25,7,1901,0.179999992251396,-116.75,1,NA,NA
"353",243.75,41.25,7,1901,0.620000004768372,-116.25,1,NA,NA
"354",244.25,41.25,7,1901,0.830000042915344,-115.75,1,NA,NA
"355",244.75,41.25,7,1901,0.259999990463257,-115.25,1,NA,NA
"356",245.25,41.25,7,1901,0.0500000007450581,-114.75,1,NA,NA
"357",245.75,41.25,7,1901,0,-114.25,1,NA,NA
"358",246.25,41.25,7,1901,0.0700000002980232,-113.75,1,NA,NA
"359",246.75,41.25,7,1901,0,-113.25,1,NA,NA
"360",247.25,41.25,7,1901,0,-112.75,1,NA,NA
"361",247.75,41.25,7,1901,0.280000001192093,-112.25,1,NA,NA
"362",248.25,41.25,7,1901,0.590000033378601,-111.75,1,NA,NA
"363",248.75,41.25,7,1901,1.66000008583069,-111.25,1,NA,NA
"364",249.25,41.25,7,1901,2.07000017166138,-110.75,1,NA,NA
"365",249.75,41.25,7,1901,2.62999987602234,-110.25,1,NA,NA
"366",250.25,41.25,7,1901,1.66000008583069,-109.75,1,NA,NA
"367",250.75,41.25,7,1901,0.759999990463257,-109.25,1,NA,NA
"368",251.25,41.25,7,1901,0.319999992847443,-108.75,1,NA,NA
"369",251.75,41.25,7,1901,0.359999984502792,-108.25,1,NA,NA
"370",252.25,41.25,7,1901,0.780000030994415,-107.75,1,NA,NA
"371",252.75,41.25,7,1901,0.850000023841858,-107.25,1,NA,NA
"372",253.25,41.25,7,1901,0.969999969005585,-106.75,1,NA,NA
"373",253.75,41.25,7,1901,1.67999994754791,-106.25,1,NA,NA
"374",254.25,41.25,7,1901,0.949999988079071,-105.75,1,NA,NA
"375",254.75,41.25,7,1901,2.82999992370605,-105.25,1,NA,NA
"376",255.25,41.25,7,1901,3.29999995231628,-104.75,1,NA,NA
"377",255.75,41.25,7,1901,2.47000002861023,-104.25,1,NA,NA
"378",256.25,41.25,7,1901,4.86999988555908,-103.75,1,NA,NA
"379",256.75,41.25,7,1901,2.95000004768372,-103.25,1,NA,NA
"380",257.25,41.25,7,1901,1.87000012397766,-102.75,1,NA,NA
"381",257.75,41.25,7,1901,2.04999995231628,-102.25,1,NA,NA
"382",258.25,41.25,7,1901,1.63999998569489,-101.75,1,NA,NA
"383",258.75,41.25,7,1901,1.01999998092651,-101.25,1,NA,NA
"384",259.25,41.25,7,1901,0.879999995231628,-100.75,1,NA,NA
"385",259.75,41.25,7,1901,1.33000004291534,-100.25,1,NA,NA
